"Points:0","Points:1","Points:2","alpha.water"
2.151,0.28899,0.005,0.25
2.151,0.28867,0.005,0.25
2.151,0.28828,0.005,0.25
2.151,0.2879,0.005,0.25
2.151,0.28775,0.005,0.25
2.151,0.2877,0.005,0.25
2.151,0.28774,0.005,0.25
2.151,0.28789,0.005,0.25
2.151,0.28827,0.005,0.25
2.151,0.28867,0.005,0.25
2.151,0.28899,0.005,0.25
2.151,0.28953,0.005,0.25
2.151,0.29031,0.005,0.25
2.151,0.29095,0.005,0.25
2.151,0.29175,0.005,0.25
2.151,0.29279,0.005,0.25
2.151,0.29366,0.005,0.25
2.151,0.29483,0.005,0.25
2.151,0.29586,0.005,0.25
2.151,0.29706,0.005,0.25
2.151,0.29848,0.005,0.25
2.151,0.29961,0.005,0.25
2.151,0.30096,0.005,0.25
2.151,0.30246,0.005,0.25
2.151,0.30366,0.005,0.25
2.151,0.30503,0.005,0.25
2.151,0.30654,0.005,0.25
2.151,0.30771,0.005,0.25
2.151,0.30903,0.005,0.25
2.151,0.31046,0.005,0.25
2.151,0.31149,0.005,0.25
2.151,0.31274,0.005,0.25
2.151,0.31363,0.005,0.25
2.151,0.31472,0.005,0.25
2.151,0.31539,0.005,0.25
2.151,0.31619,0.005,0.25
2.151,0.31677,0.005,0.25
2.151,0.31706,0.005,0.25
2.151,0.31731,0.005,0.25
2.151,0.31743,0.005,0.25
2.151,0.31743,0.005,0.25
2.151,0.31731,0.005,0.25
2.151,0.31708,0.005,0.25
2.151,0.31681,0.005,0.25
2.151,0.31635,0.005,0.25
2.151,0.31557,0.005,0.25
2.151,0.31488,0.005,0.25
2.151,0.31394,0.005,0.25
2.151,0.31298,0.005,0.25
2.151,0.31191,0.005,0.25
2.151,0.31086,0.005,0.25
2.151,0.30959,0.005,0.25
2.151,0.30853,0.005,0.25
2.151,0.30709,0.005,0.25
2.151,0.30579,0.005,0.25
2.151,0.30464,0.005,0.25
2.151,0.30314,0.005,0.25
2.151,0.30181,0.005,0.25
2.151,0.30066,0.005,0.25
2.151,0.29922,0.005,0.25
2.151,0.29799,0.005,0.25
2.151,0.29687,0.005,0.25
2.151,0.29565,0.005,0.25
2.151,0.29471,0.005,0.25
2.151,0.29353,0.005,0.25
2.151,0.29271,0.005,0.25
2.151,0.29167,0.005,0.25
2.151,0.29092,0.005,0.25
2.151,0.29024,0.005,0.25
2.151,0.28949,0.005,0.25
2.151,0.28898,0.005,0.25
2.151,0.28867,0.005,0.25
2.151,0.28828,0.005,0.25
2.151,0.2879,0.005,0.25
2.151,0.28775,0.005,0.25
2.151,0.2877,0.005,0.25
2.151,0.28775,0.005,0.25
2.151,0.28791,0.005,0.25
2.151,0.2883,0.005,0.25
2.151,0.28869,0.005,0.25
2.151,0.28901,0.005,0.25
2.151,0.28957,0.005,0.25
2.151,0.29038,0.005,0.25
2.151,0.291,0.005,0.25
2.151,0.29183,0.005,0.25
2.151,0.29284,0.005,0.25
2.151,0.29372,0.005,0.25
2.151,0.29486,0.005,0.25
2.151,0.29588,0.005,0.25
2.151,0.29705,0.005,0.25
2.151,0.29843,0.005,0.25
2.151,0.29955,0.005,0.25
2.151,0.30091,0.005,0.25
2.151,0.30235,0.005,0.25
2.151,0.30356,0.005,0.25
2.151,0.30494,0.005,0.25
2.151,0.30645,0.005,0.25
2.151,0.30762,0.005,0.25
2.151,0.30894,0.005,0.25
2.151,0.31031,0.005,0.25
2.151,0.31136,0.005,0.25
2.151,0.31265,0.005,0.25
2.151,0.31353,0.005,0.25
2.151,0.31464,0.005,0.25
2.151,0.31531,0.005,0.25
2.151,0.31609,0.005,0.25
2.151,0.31674,0.005,0.25
2.151,0.31707,0.005,0.25
2.151,0.31739,0.005,0.25
2.151,0.31758,0.005,0.25
2.151,0.31764,0.005,0.25
2.151,0.31754,0.005,0.25
2.151,0.31731,0.005,0.25
2.151,0.31696,0.005,0.25
2.151,0.31658,0.005,0.25
2.151,0.31576,0.005,0.25
2.151,0.31501,0.005,0.25
2.151,0.31423,0.005,0.25
2.151,0.31314,0.005,0.25
2.151,0.31216,0.005,0.25
2.151,0.31095,0.005,0.25
2.151,0.30973,0.005,0.25
2.151,0.30865,0.005,0.25
2.151,0.3072,0.005,0.25
2.151,0.30588,0.005,0.25
2.151,0.30471,0.005,0.25
2.151,0.30322,0.005,0.25
2.151,0.3019,0.005,0.25
2.151,0.30074,0.005,0.25
2.151,0.29931,0.005,0.25
2.151,0.29815,0.005,0.25
2.151,0.29692,0.005,0.25
2.151,0.29572,0.005,0.25
2.151,0.29476,0.005,0.25
2.151,0.29359,0.005,0.25
2.151,0.29276,0.005,0.25
2.151,0.29173,0.005,0.25
2.151,0.29095,0.005,0.25
2.151,0.29031,0.005,0.25
2.151,0.28953,0.005,0.25
2.151,0.289,0.005,0.25
2.151,0.28868,0.005,0.25
2.151,0.28829,0.005,0.25
2.151,0.2879,0.005,0.25
2.151,0.28773,0.005,0.25
2.151,0.28767,0.005,0.25
2.151,0.28771,0.005,0.25
2.151,0.28785,0.005,0.25
2.151,0.2882,0.005,0.25
2.151,0.28862,0.005,0.25
2.151,0.28894,0.005,0.25
2.151,0.28944,0.005,0.25
2.151,0.29016,0.005,0.25
2.151,0.29088,0.005,0.25
2.151,0.29162,0.005,0.25
2.151,0.29268,0.005,0.25
2.151,0.2935,0.005,0.25
2.151,0.2947,0.005,0.25
2.151,0.29567,0.005,0.25
2.151,0.2969,0.005,0.25
2.151,0.29813,0.005,0.25
2.151,0.29931,0.005,0.25
2.151,0.30073,0.005,0.25
2.151,0.30191,0.005,0.25
2.151,0.30325,0.005,0.25
2.151,0.30475,0.005,0.25
2.151,0.30601,0.005,0.25
2.151,0.30733,0.005,0.25
2.151,0.30877,0.005,0.25
2.151,0.3099,0.005,0.25
2.151,0.3111,0.005,0.25
2.151,0.31238,0.005,0.25
2.151,0.31327,0.005,0.25
2.151,0.31439,0.005,0.25
2.151,0.3151,0.005,0.25
2.151,0.31582,0.005,0.25
2.151,0.31659,0.005,0.25
2.151,0.31693,0.005,0.25
2.151,0.31722,0.005,0.25
2.151,0.31741,0.005,0.25
2.151,0.31747,0.005,0.25
2.151,0.31739,0.005,0.25
2.151,0.31715,0.005,0.25
2.151,0.31685,0.005,0.25
2.151,0.3164,0.005,0.25
2.151,0.31558,0.005,0.25
2.151,0.31487,0.005,0.25
2.151,0.31391,0.005,0.25
2.151,0.31295,0.005,0.25
2.151,0.31186,0.005,0.25
2.151,0.31082,0.005,0.25
2.151,0.30951,0.005,0.25
2.151,0.30839,0.005,0.25
2.151,0.30695,0.005,0.25
2.151,0.30559,0.005,0.25
2.151,0.30436,0.005,0.25
2.151,0.3029,0.005,0.25
2.151,0.3015,0.005,0.25
2.151,0.3003,0.005,0.25
2.151,0.29893,0.005,0.25
2.151,0.29764,0.005,0.25
2.151,0.2966,0.005,0.25
2.151,0.29528,0.005,0.25
2.151,0.29434,0.005,0.25
2.151,0.29318,0.005,0.25
2.151,0.29238,0.005,0.25
2.151,0.29135,0.005,0.25
2.151,0.29071,0.005,0.25
2.151,0.28984,0.005,0.25
2.151,0.28921,0.005,0.25
2.151,0.2888,0.005,0.25
2.151,0.28838,0.005,0.25
2.151,0.28788,0.005,0.25
2.151,0.28763,0.005,0.25
2.151,0.28749,0.005,0.25
2.151,0.28744,0.005,0.25
2.151,0.28749,0.005,0.25
2.151,0.28764,0.005,0.25
2.151,0.28789,0.005,0.25
2.151,0.28839,0.005,0.25
2.151,0.2888,0.005,0.25
2.151,0.28923,0.005,0.25
2.151,0.28988,0.005,0.25
2.151,0.29075,0.005,0.25
2.151,0.29143,0.005,0.25
2.151,0.2925,0.005,0.25
2.151,0.29331,0.005,0.25
2.151,0.29454,0.005,0.25
2.151,0.29548,0.005,0.25
2.151,0.29678,0.005,0.25
2.151,0.29788,0.005,0.25
2.151,0.29915,0.005,0.25
2.151,0.30063,0.005,0.25
2.151,0.3018,0.005,0.25
2.151,0.30315,0.005,0.25
2.151,0.30467,0.005,0.25
2.151,0.30585,0.005,0.25
2.151,0.30721,0.005,0.25
2.151,0.3087,0.005,0.25
2.151,0.30983,0.005,0.25
2.151,0.31104,0.005,0.25
2.151,0.31234,0.005,0.25
2.151,0.31328,0.005,0.25
2.151,0.31445,0.005,0.25
2.151,0.31519,0.005,0.25
2.151,0.31599,0.005,0.25
2.151,0.31675,0.005,0.25
2.151,0.31711,0.005,0.25
2.151,0.31745,0.005,0.25
2.151,0.31765,0.005,0.25
2.151,0.31772,0.005,0.25
2.151,0.31766,0.005,0.25
2.151,0.31745,0.005,0.25
2.151,0.3171,0.005,0.25
2.151,0.31674,0.005,0.25
2.151,0.31596,0.005,0.25
2.151,0.31519,0.005,0.25
2.151,0.31449,0.005,0.25
2.151,0.31334,0.005,0.25
2.151,0.31244,0.005,0.25
2.151,0.31114,0.005,0.25
2.151,0.30995,0.005,0.25
2.151,0.30881,0.005,0.25
2.151,0.30742,0.005,0.25
2.151,0.30622,0.005,0.25
2.151,0.30485,0.005,0.25
2.151,0.30342,0.005,0.25
2.151,0.30219,0.005,0.25
2.151,0.30086,0.005,0.25
2.151,0.29949,0.005,0.25
2.151,0.29839,0.005,0.25
2.151,0.29703,0.005,0.25
2.151,0.29587,0.005,0.25
2.151,0.29486,0.005,0.25
2.151,0.29373,0.005,0.25
2.151,0.29285,0.005,0.25
2.151,0.29185,0.005,0.25
2.151,0.29104,0.005,0.25
2.151,0.29047,0.005,0.25
2.151,0.28966,0.005,0.25
2.151,0.28911,0.005,0.25
2.151,0.28879,0.005,0.25
2.151,0.28847,0.005,0.25
2.151,0.2881,0.005,0.25
2.151,0.28788,0.005,0.25
2.151,0.28782,0.005,0.25
2.151,0.28785,0.005,0.25
2.151,0.28798,0.005,0.25
2.151,0.28835,0.005,0.25
2.151,0.28868,0.005,0.25
2.151,0.28897,0.005,0.25
2.151,0.28946,0.005,0.25
2.151,0.29013,0.005,0.25
2.151,0.29085,0.005,0.25
2.151,0.29153,0.005,0.25
2.151,0.29255,0.005,0.25
2.151,0.29331,0.005,0.25
2.151,0.29448,0.005,0.25
2.151,0.29538,0.005,0.25
2.151,0.29666,0.005,0.25
2.151,0.29768,0.005,0.25
2.151,0.29893,0.005,0.25
2.151,0.30029,0.005,0.25
2.151,0.30145,0.005,0.25
2.151,0.30286,0.005,0.25
2.151,0.30424,0.005,0.25
2.151,0.30549,0.005,0.25
2.151,0.3069,0.005,0.25
2.151,0.30829,0.005,0.25
2.151,0.30943,0.005,0.25
2.151,0.31077,0.005,0.25
2.151,0.31179,0.005,0.25
2.151,0.31291,0.005,0.25
2.151,0.31388,0.005,0.25
2.151,0.31486,0.005,0.25
2.151,0.31556,0.005,0.25
2.151,0.31636,0.005,0.25
2.151,0.31682,0.005,0.25
2.151,0.31712,0.005,0.25
2.151,0.31739,0.005,0.25
2.151,0.31752,0.005,0.25
2.151,0.31753,0.005,0.25
2.151,0.31738,0.005,0.25
2.151,0.31708,0.005,0.25
2.151,0.31675,0.005,0.25
2.151,0.31608,0.005,0.25
2.151,0.3153,0.005,0.25
2.151,0.31462,0.005,0.25
2.151,0.31351,0.005,0.25
2.151,0.31263,0.005,0.25
2.151,0.31136,0.005,0.25
2.151,0.31031,0.005,0.25
2.151,0.30895,0.005,0.25
2.151,0.30764,0.005,0.25
2.151,0.30648,0.005,0.25
2.151,0.30497,0.005,0.25
2.151,0.30359,0.005,0.25
2.151,0.30238,0.005,0.25
2.151,0.30092,0.005,0.25
2.151,0.29956,0.005,0.25
2.151,0.29844,0.005,0.25
2.151,0.29704,0.005,0.25
2.151,0.29586,0.005,0.25
2.151,0.29484,0.005,0.25
2.151,0.29369,0.005,0.25
2.151,0.29282,0.005,0.25
2.151,0.29179,0.005,0.25
2.151,0.29098,0.005,0.25
2.151,0.29036,0.005,0.25
2.151,0.28955,0.005,0.25
2.151,0.28899,0.005,0.25
2.151,0.28866,0.005,0.25
2.151,0.28823,0.005,0.25
2.151,0.28784,0.005,0.25
2.151,0.28767,0.005,0.25
2.151,0.28761,0.005,0.25
2.151,0.28764,0.005,0.25
2.151,0.28779,0.005,0.25
2.151,0.28809,0.005,0.25
2.151,0.28855,0.005,0.25
2.151,0.28889,0.005,0.25
2.151,0.28936,0.005,0.25
2.151,0.28999,0.005,0.25
2.151,0.29082,0.005,0.25
2.151,0.2915,0.005,0.25
2.151,0.29256,0.005,0.25
2.151,0.29336,0.005,0.25
2.151,0.29458,0.005,0.25
2.151,0.29551,0.005,0.25
2.151,0.2968,0.005,0.25
2.151,0.29791,0.005,0.25
2.151,0.29919,0.005,0.25
2.151,0.30067,0.005,0.25
2.151,0.30187,0.005,0.25
2.151,0.30325,0.005,0.25
2.151,0.30476,0.005,0.25
2.151,0.30602,0.005,0.25
2.151,0.30734,0.005,0.25
2.151,0.30879,0.005,0.25
2.151,0.30998,0.005,0.25
2.151,0.31121,0.005,0.25
2.151,0.31255,0.005,0.25
2.151,0.31346,0.005,0.25
2.151,0.31461,0.005,0.25
2.151,0.31533,0.005,0.25
2.151,0.31623,0.005,0.25
2.151,0.31686,0.005,0.25
2.151,0.31733,0.005,0.25
2.151,0.31774,0.005,0.25
2.151,0.31808,0.005,0.25
2.151,0.31829,0.005,0.25
2.151,0.31827,0.005,0.25
2.151,0.31799,0.005,0.25
2.151,0.31765,0.005,0.25
2.151,0.3172,0.005,0.25
2.151,0.31674,0.005,0.25
2.151,0.31589,0.005,0.25
2.151,0.31507,0.005,0.25
2.151,0.31424,0.005,0.25
2.151,0.31309,0.005,0.25
2.151,0.31196,0.005,0.25
2.151,0.31084,0.005,0.25
2.151,0.30948,0.005,0.25
2.151,0.30829,0.005,0.25
2.151,0.30687,0.005,0.25
2.151,0.30543,0.005,0.25
2.151,0.30411,0.005,0.25
2.151,0.30279,0.005,0.25
2.151,0.3013,0.005,0.25
2.151,0.29996,0.005,0.25
2.151,0.29878,0.005,0.25
2.151,0.29739,0.005,0.25
2.151,0.29633,0.005,0.25
2.151,0.29504,0.005,0.25
2.151,0.29397,0.005,0.25
2.151,0.29297,0.005,0.25
2.151,0.29208,0.005,0.25
2.151,0.29118,0.005,0.25
2.151,0.29058,0.005,0.25
2.151,0.28973,0.005,0.25
2.151,0.28914,0.005,0.25
2.151,0.28878,0.005,0.25
2.151,0.28841,0.005,0.25
2.151,0.28795,0.005,0.25
2.151,0.28776,0.005,0.25
2.151,0.28767,0.005,0.25
2.151,0.28768,0.005,0.25
2.151,0.28779,0.005,0.25
2.151,0.28803,0.005,0.25
2.151,0.28849,0.005,0.25
2.151,0.28884,0.005,0.25
2.151,0.28926,0.005,0.25
2.151,0.28988,0.005,0.25
2.151,0.29075,0.005,0.25
2.151,0.29142,0.005,0.25
2.151,0.29248,0.005,0.25
2.151,0.29329,0.005,0.25
2.151,0.29452,0.005,0.25
2.151,0.29548,0.005,0.25
2.151,0.29679,0.005,0.25
2.151,0.29789,0.005,0.25
2.151,0.29916,0.005,0.25
2.151,0.30065,0.005,0.25
2.151,0.30183,0.005,0.25
2.151,0.3032,0.005,0.25
2.151,0.30472,0.005,0.25
2.151,0.30594,0.005,0.25
2.151,0.30728,0.005,0.25
2.151,0.30874,0.005,0.25
2.151,0.30988,0.005,0.25
2.151,0.31111,0.005,0.25
2.151,0.31243,0.005,0.25
2.151,0.31333,0.005,0.25
2.151,0.31445,0.005,0.25
2.151,0.31514,0.005,0.25
2.151,0.31587,0.005,0.25
2.151,0.31665,0.005,0.25
2.151,0.31699,0.005,0.25
2.151,0.31733,0.005,0.25
2.151,0.31754,0.005,0.25
2.151,0.3176,0.005,0.25
2.151,0.31749,0.005,0.25
2.151,0.31724,0.005,0.25
2.151,0.31689,0.005,0.25
2.151,0.31648,0.005,0.25
2.151,0.31566,0.005,0.25
2.151,0.31492,0.005,0.25
2.151,0.31408,0.005,0.25
2.151,0.31304,0.005,0.25
2.151,0.31199,0.005,0.25
2.151,0.31088,0.005,0.25
2.151,0.3096,0.005,0.25
2.151,0.30849,0.005,0.25
2.151,0.30699,0.005,0.25
2.151,0.30563,0.005,0.25
2.151,0.30442,0.005,0.25
2.151,0.30291,0.005,0.25
2.151,0.30147,0.005,0.25
2.151,0.30019,0.005,0.25
2.151,0.29884,0.005,0.25
2.151,0.29742,0.005,0.25
2.151,0.29627,0.005,0.25
2.151,0.29495,0.005,0.25
2.151,0.29377,0.005,0.25
2.151,0.2928,0.005,0.25
2.151,0.29165,0.005,0.25
2.151,0.29082,0.005,0.25
2.151,0.28982,0.005,0.25
2.151,0.28903,0.005,0.25
2.151,0.2885,0.005,0.25
2.151,0.28772,0.005,0.25
2.151,0.28721,0.005,0.25
2.151,0.28688,0.005,0.25
2.151,0.28667,0.005,0.25
2.151,0.28648,0.005,0.25
2.151,0.28637,0.005,0.25
2.151,0.28639,0.005,0.25
2.151,0.28652,0.005,0.25
2.151,0.28672,0.005,0.25
2.151,0.28693,0.005,0.25
2.151,0.2873,0.005,0.25
2.151,0.28782,0.005,0.25
2.151,0.28861,0.005,0.25
2.151,0.28917,0.005,0.25
2.151,0.29001,0.005,0.25
2.151,0.29093,0.005,0.25
2.151,0.29188,0.005,0.25
2.151,0.29297,0.005,0.25
2.151,0.2942,0.005,0.25
2.151,0.29532,0.005,0.25
2.151,0.29674,0.005,0.25
2.151,0.29792,0.005,0.25
2.151,0.2993,0.005,0.25
2.151,0.30082,0.005,0.25
2.151,0.3023,0.005,0.25
2.151,0.30362,0.005,0.25
2.151,0.30505,0.005,0.25
2.151,0.30665,0.005,0.25
2.151,0.30791,0.005,0.25
2.151,0.3093,0.005,0.25
2.151,0.31076,0.005,0.25
2.151,0.31186,0.005,0.25
2.151,0.31301,0.005,0.25
2.151,0.31417,0.005,0.25
2.151,0.31507,0.005,0.25
2.151,0.31594,0.005,0.25
2.151,0.31681,0.005,0.25
2.151,0.31731,0.005,0.25
2.151,0.31776,0.005,0.25
2.151,0.31815,0.005,0.25
2.151,0.31837,0.005,0.25
2.151,0.31839,0.005,0.25
2.151,0.31823,0.005,0.25
2.151,0.31787,0.005,0.25
2.151,0.31749,0.005,0.25
2.151,0.31701,0.005,0.25
2.151,0.31651,0.005,0.25
2.151,0.31557,0.005,0.25
2.151,0.3148,0.005,0.25
2.151,0.31369,0.005,0.25
2.151,0.31274,0.005,0.25
2.151,0.31143,0.005,0.25
2.151,0.31035,0.005,0.25
2.151,0.30894,0.005,0.25
2.151,0.30758,0.005,0.25
2.151,0.30636,0.005,0.25
2.151,0.30489,0.005,0.25
2.151,0.30345,0.005,0.25
2.151,0.30217,0.005,0.25
2.151,0.30082,0.005,0.25
2.151,0.29939,0.005,0.25
2.151,0.29822,0.005,0.25
2.151,0.29692,0.005,0.25
2.151,0.29569,0.005,0.25
2.151,0.29472,0.005,0.25
2.151,0.29351,0.005,0.25
2.151,0.29269,0.005,0.25
2.151,0.29163,0.005,0.25
2.151,0.29089,0.005,0.25
2.151,0.29016,0.005,0.25
2.151,0.28943,0.005,0.25
2.151,0.28893,0.005,0.25
2.151,0.28858,0.005,0.25
2.151,0.28809,0.005,0.25
2.151,0.28776,0.005,0.25
2.151,0.2876,0.005,0.25
2.151,0.28754,0.005,0.25
2.151,0.28758,0.005,0.25
2.151,0.28774,0.005,0.25
2.151,0.28804,0.005,0.25
2.151,0.28855,0.005,0.25
2.151,0.28892,0.005,0.25
2.151,0.28944,0.005,0.25
2.151,0.29023,0.005,0.25
2.151,0.29093,0.005,0.25
2.151,0.29174,0.005,0.25
2.151,0.29279,0.005,0.25
2.151,0.29367,0.005,0.25
2.151,0.29484,0.005,0.25
2.151,0.29587,0.005,0.25
2.151,0.29706,0.005,0.25
2.151,0.29845,0.005,0.25
2.151,0.29958,0.005,0.25
2.151,0.30093,0.005,0.25
2.151,0.30239,0.005,0.25
2.151,0.30357,0.005,0.25
2.151,0.30493,0.005,0.25
2.151,0.30638,0.005,0.25
2.151,0.30753,0.005,0.25
2.151,0.30888,0.005,0.25
2.151,0.31011,0.005,0.25
2.151,0.31121,0.005,0.25
2.151,0.31246,0.005,0.25
2.151,0.31329,0.005,0.25
2.151,0.31435,0.005,0.25
2.151,0.31501,0.005,0.25
2.151,0.31568,0.005,0.25
2.151,0.31639,0.005,0.25
2.151,0.31678,0.005,0.25
2.151,0.31697,0.005,0.25
2.151,0.31711,0.005,0.25
2.151,0.31713,0.005,0.25
2.151,0.31703,0.005,0.25
2.151,0.31685,0.005,0.25
2.151,0.31655,0.005,0.25
2.151,0.31587,0.005,0.25
2.151,0.31523,0.005,0.25
2.151,0.31463,0.005,0.25
2.151,0.3136,0.005,0.25
2.151,0.31276,0.005,0.25
2.151,0.31159,0.005,0.25
2.151,0.31063,0.005,0.25
2.151,0.30929,0.005,0.25
2.151,0.30817,0.005,0.25
2.151,0.30688,0.005,0.25
2.151,0.30553,0.005,0.25
2.151,0.30439,0.005,0.25
2.151,0.30296,0.005,0.25
2.151,0.30164,0.005,0.25
2.151,0.30056,0.005,0.25
2.151,0.29915,0.005,0.25
2.151,0.29796,0.005,0.25
2.151,0.29689,0.005,0.25
2.151,0.29572,0.005,0.25
2.151,0.2948,0.005,0.25
2.151,0.29371,0.005,0.25
2.151,0.29289,0.005,0.25
2.151,0.29201,0.005,0.25
2.151,0.29125,0.005,0.25
2.151,0.29074,0.005,0.25
2.151,0.29006,0.005,0.25
2.151,0.28954,0.005,0.25
2.151,0.28916,0.005,0.25
2.151,0.28892,0.005,0.25
2.151,0.28879,0.005,0.25
2.151,0.28871,0.005,0.25
2.151,0.2887,0.005,0.25
2.151,0.28876,0.005,0.25
2.151,0.28888,0.005,0.25
2.151,0.28908,0.005,0.25
2.151,0.28945,0.005,0.25
2.151,0.28992,0.005,0.25
2.151,0.29065,0.005,0.25
2.151,0.29114,0.005,0.25
2.151,0.29188,0.005,0.25
2.151,0.29282,0.005,0.25
2.151,0.29361,0.005,0.25
2.151,0.29474,0.005,0.25
2.151,0.29564,0.005,0.25
2.151,0.29685,0.005,0.25
2.151,0.2979,0.005,0.25
2.151,0.29911,0.005,0.25
2.151,0.30053,0.005,0.25
2.151,0.30165,0.005,0.25
2.151,0.30296,0.005,0.25
2.151,0.30443,0.005,0.25
2.151,0.30558,0.005,0.25
2.151,0.30692,0.005,0.25
2.151,0.30827,0.005,0.25
2.151,0.30936,0.005,0.25
2.151,0.31069,0.005,0.25
2.151,0.31164,0.005,0.25
2.151,0.31279,0.005,0.25
2.151,0.31361,0.005,0.25
2.151,0.31462,0.005,0.25
2.151,0.31521,0.005,0.25
2.151,0.31584,0.005,0.25
2.151,0.31653,0.005,0.25
2.151,0.31684,0.005,0.25
2.151,0.31703,0.005,0.25
2.151,0.31713,0.005,0.25
2.151,0.31709,0.005,0.25
2.151,0.31693,0.005,0.25
2.151,0.3167,0.005,0.25
2.151,0.3162,0.005,0.25
2.151,0.31551,0.005,0.25
2.151,0.31489,0.005,0.25
2.151,0.31412,0.005,0.25
2.151,0.31316,0.005,0.25
2.151,0.31233,0.005,0.25
2.151,0.31113,0.005,0.25
2.151,0.31005,0.005,0.25
2.151,0.30888,0.005,0.25
2.151,0.30758,0.005,0.25
2.151,0.30649,0.005,0.25
2.151,0.30501,0.005,0.25
2.151,0.30368,0.005,0.25
2.151,0.30252,0.005,0.25
2.151,0.30104,0.005,0.25
2.151,0.29975,0.005,0.25
2.151,0.29865,0.005,0.25
2.151,0.29727,0.005,0.25
2.151,0.29621,0.005,0.25
2.151,0.295,0.005,0.25
2.151,0.29395,0.005,0.25
2.151,0.29298,0.005,0.25
2.151,0.29212,0.005,0.25
2.151,0.2912,0.005,0.25
2.151,0.2906,0.005,0.25
2.151,0.28974,0.005,0.25
2.151,0.28914,0.005,0.25
2.151,0.28877,0.005,0.25
2.151,0.28838,0.005,0.25
2.151,0.28792,0.005,0.25
2.151,0.28772,0.005,0.25
2.151,0.28761,0.005,0.25
2.151,0.2876,0.005,0.25
2.151,0.28768,0.005,0.25
2.151,0.28786,0.005,0.25
2.151,0.28825,0.005,0.25
2.151,0.28866,0.005,0.25
2.151,0.28899,0.005,0.25
2.151,0.28951,0.005,0.25
2.151,0.29028,0.005,0.25
2.151,0.29094,0.005,0.25
2.151,0.29172,0.005,0.25
2.151,0.29276,0.005,0.25
2.151,0.29359,0.005,0.25
2.151,0.29476,0.005,0.25
2.151,0.29572,0.005,0.25
2.151,0.29692,0.005,0.25
2.151,0.29814,0.005,0.25
2.151,0.29929,0.005,0.25
2.151,0.30071,0.005,0.25
2.151,0.30186,0.005,0.25
2.151,0.30319,0.005,0.25
2.151,0.30468,0.005,0.25
2.151,0.30584,0.005,0.25
2.151,0.30714,0.005,0.25
2.151,0.30858,0.005,0.25
2.151,0.30962,0.005,0.25
2.151,0.31085,0.005,0.25
2.151,0.31182,0.005,0.25
2.151,0.31285,0.005,0.25
2.151,0.31362,0.005,0.25
2.151,0.31456,0.005,0.25
2.151,0.31507,0.005,0.25
2.151,0.31558,0.005,0.25
2.151,0.31598,0.005,0.25
2.151,0.31635,0.005,0.25
2.151,0.31646,0.005,0.25
2.151,0.3164,0.005,0.25
2.151,0.31612,0.005,0.25
2.151,0.31572,0.005,0.25
2.151,0.31528,0.005,0.25
2.151,0.31481,0.005,0.25
2.151,0.31407,0.005,0.25
2.151,0.31321,0.005,0.25
2.151,0.31246,0.005,0.25
2.151,0.31128,0.005,0.25
2.151,0.3103,0.005,0.25
2.151,0.30899,0.005,0.25
2.151,0.30774,0.005,0.25
2.151,0.3066,0.005,0.25
2.151,0.30509,0.005,0.25
2.151,0.30373,0.005,0.25
2.151,0.30253,0.005,0.25
2.151,0.30099,0.005,0.25
2.151,0.29961,0.005,0.25
2.151,0.29844,0.005,0.25
2.151,0.29698,0.005,0.25
2.151,0.2957,0.005,0.25
2.151,0.29465,0.005,0.25
2.151,0.29332,0.005,0.25
2.151,0.29237,0.005,0.25
2.151,0.29121,0.005,0.25
2.151,0.29043,0.005,0.25
2.151,0.28942,0.005,0.25
2.151,0.28879,0.005,0.25
2.151,0.28802,0.005,0.25
2.151,0.28743,0.005,0.25
2.151,0.28699,0.005,0.25
2.151,0.28674,0.005,0.25
2.151,0.2865,0.005,0.25
2.151,0.28629,0.005,0.25
2.151,0.28619,0.005,0.25
2.151,0.28625,0.005,0.25
2.151,0.28644,0.005,0.25
2.151,0.28669,0.005,0.25
2.151,0.28694,0.005,0.25
2.151,0.28735,0.005,0.25
2.151,0.28792,0.005,0.25
2.151,0.28873,0.005,0.25
2.151,0.28936,0.005,0.25
2.151,0.29037,0.005,0.25
2.151,0.29117,0.005,0.25
2.151,0.29235,0.005,0.25
2.151,0.29333,0.005,0.25
2.151,0.29469,0.005,0.25
2.151,0.2958,0.005,0.25
2.151,0.29714,0.005,0.25
2.151,0.29868,0.005,0.25
2.151,0.29996,0.005,0.25
2.151,0.30141,0.005,0.25
2.151,0.30294,0.005,0.25
2.151,0.30459,0.005,0.25
2.151,0.30591,0.005,0.25
2.151,0.30738,0.005,0.25
2.151,0.30888,0.005,0.25
2.151,0.31035,0.005,0.25
2.151,0.31154,0.005,0.25
2.151,0.31287,0.005,0.25
2.151,0.31396,0.005,0.25
2.151,0.31505,0.005,0.25
2.151,0.31603,0.005,0.25
2.151,0.3169,0.005,0.25
2.151,0.31754,0.005,0.25
2.151,0.3182,0.005,0.25
2.151,0.31867,0.005,0.25
2.151,0.31886,0.005,0.25
2.151,0.31894,0.005,0.25
2.151,0.3189,0.005,0.25
2.151,0.31875,0.005,0.25
2.151,0.3184,0.005,0.25
2.151,0.31772,0.005,0.25
2.151,0.31707,0.005,0.25
2.151,0.31644,0.005,0.25
2.151,0.31535,0.005,0.25
2.151,0.31449,0.005,0.25
2.151,0.3132,0.005,0.25
2.151,0.31204,0.005,0.25
2.151,0.31083,0.005,0.25
